O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source,use_computer,use_computer_strict,frequency_category1_value,frequency_category2_value,frequency_category3_value,frequency_category4_value,frequency_category5_value,frequency_category6_value,frequency_category7_value,frequency_category,within_scope,within_scope_output
25-1031.00,"Architecture Teachers, Postsecondary",5743,Collaborate with colleagues to address teaching and research issues.,Core,69,08/2019,Incumbent,TRUE,FALSE,11.77,8.21,32.38,30.26,6.25,11.13,0,3,N/A,N/A
25-1031.00,"Architecture Teachers, Postsecondary",5748,Write grant proposals to procure external research funding.,Core,69,08/2019,Incumbent,TRUE,TRUE,22.43,45.33,24.29,1.83,0.6,0,5.52,2,TRUE,"Yes.
A completed grant proposal document detailing the research objectives, methodology, budget, and expected outcomes."
25-1031.00,"Architecture Teachers, Postsecondary",5738,Maintain regularly scheduled office hours to advise and assist students.,Core,69,08/2019,Incumbent,TRUE,TRUE,0,0.31,11.74,51.66,33.19,3.09,0,4,FALSE,No.
25-1031.00,"Architecture Teachers, Postsecondary",5746,"Participate in student recruitment, registration, and placement activities.",Core,69,08/2019,Incumbent,TRUE,FALSE,17.52,43.02,27.08,11.37,1.01,0,0,2,N/A,N/A
25-1031.00,"Architecture Teachers, Postsecondary",5745,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",Core,69,08/2019,Incumbent,TRUE,FALSE,12.12,19.38,46.08,17.41,1.06,3.94,0,3,N/A,N/A
25-1031.00,"Architecture Teachers, Postsecondary",5747,"Select and obtain materials and supplies, such as textbooks and laboratory equipment.",Core,69,08/2019,Incumbent,FALSE,FALSE,10.64,60.05,16.99,9.72,2.59,0,0,2,N/A,N/A
25-1031.00,"Architecture Teachers, Postsecondary",5744,Compile bibliographies of specialized materials for outside reading assignments.,Core,69,08/2019,Incumbent,TRUE,TRUE,7.96,40.11,38.34,12.84,0.37,0.37,0,2,TRUE,"Yes.
A compiled list of specialized reading materials for students to reference in their outside reading assignments."
25-1031.00,"Architecture Teachers, Postsecondary",5751,Act as advisers to student organizations.,Core,69,08/2019,Incumbent,FALSE,FALSE,11.39,16.28,38.8,14.07,13.77,5.69,0,3,N/A,N/A
25-1031.00,"Architecture Teachers, Postsecondary",5750,"Perform administrative duties, such as serving as department head.",Supplemental,69,08/2019,Incumbent,TRUE,FALSE,2.16,6.51,15.16,36.84,21.37,3.27,14.68,4,N/A,N/A
25-1031.00,"Architecture Teachers, Postsecondary",5749,Provide professional consulting services to government or industry.,Supplemental,69,08/2019,Incumbent,TRUE,FALSE,13.22,25.1,26.87,22.09,5.72,6.31,0.69,3,N/A,N/A
25-1031.00,"Architecture Teachers, Postsecondary",5752,Participate in campus and community events.,Supplemental,68,08/2019,Incumbent,FALSE,FALSE,11.31,30.58,37.72,11.79,4.36,4.25,0,3,N/A,N/A
25-1032.00,"Engineering Teachers, Postsecondary",5757,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",Core,54,08/2019,Incumbent,TRUE,TRUE,9.14,0.52,3.78,20.02,17.06,35.3,14.19,6,TRUE,"Yes.
Research findings are typically published as articles in professional journals, chapters in books, or papers in electronic media."
25-1032.00,"Engineering Teachers, Postsecondary",5758,"Prepare course materials, such as syllabi, homework assignments, and handouts.",Core,54,08/2019,Incumbent,TRUE,TRUE,0.24,7.2,3.77,35.43,24.57,17.18,11.61,4,TRUE,"Yes.
The final text-based outcome includes documents like syllabi, homework assignments, and handouts."
25-1032.00,"Engineering Teachers, Postsecondary",5756,"Evaluate and grade students' class work, laboratory work, assignments, and papers.",Core,54,08/2019,Incumbent,TRUE,TRUE,0,5.25,26.13,33.98,17.34,10.78,6.5,4,TRUE,"Yes.
Final text-based outcome: The final text-based outcome is a graded evaluation or feedback document for each student's work."
25-1032.00,"Engineering Teachers, Postsecondary",5760,Write grant proposals to procure external research funding.,Core,54,08/2019,Incumbent,TRUE,TRUE,13.57,27.52,7.55,25.03,26.33,0,0,2,TRUE,"Yes.
A completed grant proposal document detailing the research objectives, methodology, budget, and expected outcomes."
25-1032.00,"Engineering Teachers, Postsecondary",5755,"Supervise undergraduate or graduate teaching, internship, and research work.",Core,54,08/2019,Incumbent,FALSE,FALSE,1.98,1.91,5.63,42.78,33.07,9.14,5.5,4,N/A,N/A
25-1032.00,"Engineering Teachers, Postsecondary",5754,"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",Core,54,08/2019,Incumbent,FALSE,FALSE,2.07,6.82,25.81,34.36,19.95,10.9,0.09,4,N/A,N/A
25-1032.00,"Engineering Teachers, Postsecondary",5753,"Prepare and deliver lectures to undergraduate or graduate students on topics such as mechanics, hydraulics, and robotics.",Core,53,08/2019,Incumbent,FALSE,FALSE,0,4.99,10.08,54.02,24.06,6.64,0.21,4,N/A,N/A
25-1032.00,"Engineering Teachers, Postsecondary",5762,"Initiate, facilitate, and moderate class discussions.",Core,54,08/2019,Incumbent,FALSE,TRUE,5.02,1.66,2.18,62.32,20.43,5.39,2.99,4,FALSE,No.
25-1032.00,"Engineering Teachers, Postsecondary",5761,Supervise students' laboratory work.,Core,53,08/2019,Incumbent,FALSE,FALSE,0,5.26,24.05,33.78,26,3.39,7.52,4,N/A,N/A
25-1032.00,"Engineering Teachers, Postsecondary",5759,"Compile, administer, and grade examinations, or assign this work to others.",Core,54,08/2019,Incumbent,TRUE,TRUE,0,17.4,44.05,29.85,5.11,2.31,1.27,3,TRUE,"Yes.
The final text-based outcome is a graded examination document or report."
25-1032.00,"Engineering Teachers, Postsecondary",5767,Collaborate with colleagues to address teaching and research issues.,Core,54,08/2019,Incumbent,TRUE,FALSE,0.69,12.05,41.18,33.14,12.85,0.09,0,3,N/A,N/A
25-1032.00,"Engineering Teachers, Postsecondary",5764,"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",Core,54,08/2019,Incumbent,TRUE,TRUE,2.96,48.25,15.51,21.08,10.29,1.9,0,2,TRUE,"Yes.
The final text-based outcome is a revised curriculum document, updated course content, and instructional materials."
25-1032.00,"Engineering Teachers, Postsecondary",5766,"Maintain student attendance records, grades, and other required records.",Core,54,08/2019,Incumbent,TRUE,TRUE,0,10.7,14.99,52.18,19.49,2.55,0.09,4,TRUE,"Yes.
The final text-based outcome is a set of records documenting student attendance, grades, and other required information."
25-1032.00,"Engineering Teachers, Postsecondary",5763,Maintain regularly scheduled office hours to advise and assist students.,Core,54,08/2019,Incumbent,TRUE,FALSE,0,4.78,7.84,51.98,28.64,4.95,1.81,4,N/A,N/A
25-1032.00,"Engineering Teachers, Postsecondary",5769,"Participate in student recruitment, registration, and placement activities.",Core,54,08/2019,Incumbent,TRUE,FALSE,15.58,64.64,6.78,8.83,0.93,1.41,1.84,2,N/A,N/A
25-1032.00,"Engineering Teachers, Postsecondary",5768,"Select and obtain materials and supplies, such as textbooks and laboratory equipment.",Core,54,08/2019,Incumbent,FALSE,FALSE,14.45,51.58,21.32,10.23,0.35,2.07,0,2,N/A,N/A
25-1032.00,"Engineering Teachers, Postsecondary",5765,Advise students on academic and vocational curricula and on career issues.,Core,54,08/2019,Incumbent,TRUE,TRUE,0,38.86,30.31,27.18,1.91,1.74,0,2,FALSE,No.
25-1032.00,"Engineering Teachers, Postsecondary",5770,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",Core,54,08/2019,Incumbent,FALSE,FALSE,16.31,40.32,26.45,10.16,0,6.77,0,2,N/A,N/A
25-1032.00,"Engineering Teachers, Postsecondary",5771,"Perform administrative duties, such as serving as department head.",Supplemental,53,08/2019,Incumbent,FALSE,FALSE,15.71,33.3,24.53,0.32,15.37,0,10.79,2,N/A,N/A
25-1032.00,"Engineering Teachers, Postsecondary",21112,Review manuscripts for professional journals.,Supplemental,54,08/2019,Incumbent,TRUE,TRUE,12.72,37.51,44.23,5.53,0,0,0,3,N/A,N/A
25-1032.00,"Engineering Teachers, Postsecondary",5775,Participate in campus and community events.,Supplemental,54,08/2019,Incumbent,FALSE,FALSE,4.88,45.14,27.18,11.48,0,1.72,9.59,2,N/A,N/A
25-1032.00,"Engineering Teachers, Postsecondary",5774,Act as advisers to student organizations.,Supplemental,54,08/2019,Incumbent,FALSE,FALSE,20.38,23.68,41.31,11.9,0,2.73,0,3,N/A,N/A
25-1032.00,"Engineering Teachers, Postsecondary",5772,Provide professional consulting services to government or industry.,Supplemental,54,08/2019,Incumbent,TRUE,FALSE,50.77,39.08,9.38,0,0.77,0,0,1,N/A,N/A
25-1032.00,"Engineering Teachers, Postsecondary",5773,Compile bibliographies of specialized materials for outside reading assignments.,Supplemental,54,08/2019,Incumbent,TRUE,TRUE,22.83,44.38,29.61,2.75,0.42,0,0,2,N/A,N/A
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5859,"Maintain student attendance records, grades, and other required records.",Core,110,08/2019,Incumbent,TRUE,TRUE,0.59,6.78,8.68,31.57,35.26,14.99,2.14,5,TRUE,"Yes.
Final text-based outcome: The final text-based outcome is a set of records documenting student attendance, grades, and other required information."
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5849,"Prepare and deliver lectures to undergraduate or graduate students on topics such as structural geology, micrometeorology, and atmospheric thermodynamics.",Core,109,08/2019,Incumbent,FALSE,FALSE,0.83,5.95,5.91,44.46,27.24,13.34,2.28,4,N/A,N/A
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5851,"Evaluate and grade students' class work, assignments, and papers.",Core,109,08/2019,Incumbent,TRUE,TRUE,0,6.56,16.03,39,27.05,11.16,0.2,4,TRUE,"Yes.
Final text-based outcome: The final text-based outcome is a graded evaluation or feedback document for each student's class work, assignments, and papers."
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5854,"Compile, administer, and grade examinations, or assign this work to others.",Core,108,08/2019,Incumbent,TRUE,TRUE,0,11.56,51.43,24.66,8.56,3.59,0.2,3,TRUE,"Yes.
Final text-based outcome: Graded examination papers or digital grade reports."
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5850,Supervise laboratory work and field work.,Core,109,08/2019,Incumbent,FALSE,FALSE,3.43,2.99,25.44,36.23,13.86,15.45,2.6,4,N/A,N/A
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5855,"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",Core,110,08/2019,Incumbent,TRUE,TRUE,11.6,16.91,17.44,20.74,24.85,5.1,3.36,5,TRUE,"Yes.
A revised syllabus or course outline detailing updated curricula, course content, and instructional methods."
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5852,"Prepare course materials, such as syllabi, homework assignments, and handouts.",Core,109,08/2019,Incumbent,TRUE,TRUE,1.9,26.72,18.44,25.03,23.13,4.25,0.54,2,TRUE,"Yes.
The final text-based outcome includes syllabi, homework assignments, and handouts."
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5856,"Initiate, facilitate, and moderate classroom discussions.",Core,109,08/2019,Incumbent,FALSE,FALSE,0,3.63,8.63,41.03,34.39,11.29,1.03,4,N/A,N/A
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5847,"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",Core,109,08/2019,Incumbent,TRUE,FALSE,1.36,2.11,37.34,30.24,21.61,6.94,0.4,3,N/A,N/A
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5857,Maintain regularly scheduled office hours to advise and assist students.,Core,108,08/2019,Incumbent,TRUE,FALSE,0.73,3.63,4.82,44.36,35.33,11.13,0,4,N/A,N/A
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5858,Advise students on academic and vocational curricula and on career issues.,Core,108,08/2019,Incumbent,TRUE,FALSE,1.82,28.11,40.8,24.28,4.2,0.79,0,3,N/A,N/A
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5853,Collaborate with colleagues to address teaching and research issues.,Core,108,08/2019,Incumbent,TRUE,FALSE,6.56,22.09,40.46,20.8,8.51,1.59,0,3,N/A,N/A
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5862,"Select and obtain materials and supplies, such as textbooks and laboratory equipment.",Core,109,08/2019,Incumbent,FALSE,FALSE,14.61,56.56,22.27,6.34,0.21,0,0,2,N/A,N/A
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5863,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",Core,110,08/2019,Incumbent,TRUE,FALSE,10.55,21.86,41.52,23.98,0.56,1.53,0,3,N/A,N/A
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5845,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",Supplemental,110,08/2019,Incumbent,TRUE,TRUE,28.35,21.52,10.3,11.81,10.33,17.7,0,1,N/A,N/A
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5848,"Supervise undergraduate or graduate teaching, internship, and research work.",Supplemental,109,08/2019,Incumbent,FALSE,FALSE,15.77,24.8,25.26,16.83,17.34,0,0,3,N/A,N/A
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5846,Write grant proposals to procure external research funding.,Supplemental,109,08/2019,Incumbent,TRUE,TRUE,42.81,49.58,3.64,3.64,0.33,0,0,2,N/A,N/A
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5861,"Perform administrative duties, such as serving as department head.",Supplemental,108,08/2019,Incumbent,TRUE,FALSE,40.2,8.19,18.22,7.05,19.87,5.43,1.05,1,N/A,N/A
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",20068,Purchase and maintain equipment to support research projects.,Supplemental,109,08/2019,Incumbent,FALSE,FALSE,25.23,40.28,26.63,6.1,0,1.46,0.29,2,N/A,N/A
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5860,"Participate in student recruitment, registration, and placement activities.",Supplemental,109,08/2019,Incumbent,TRUE,FALSE,34.8,41.81,14.35,8.51,0,0.53,0,2,N/A,N/A
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5866,Act as advisers to student organizations.,Supplemental,109,08/2019,Incumbent,FALSE,FALSE,29.04,21.3,31.91,15.67,1.75,0.32,0,3,N/A,N/A
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5864,Compile bibliographies of specialized materials for outside reading assignments.,Supplemental,109,08/2019,Incumbent,TRUE,TRUE,18.61,43.9,26,11.49,0,0,0,2,N/A,N/A
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5867,Participate in campus and community events.,Supplemental,109,08/2019,Incumbent,FALSE,FALSE,8.97,35.55,50.64,4.63,0.22,0,0,3,N/A,N/A
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",20070,Answer questions from the public and media.,Supplemental,109,08/2019,Incumbent,TRUE,TRUE,26.75,46.95,22.37,3.65,0.28,0,0,2,N/A,N/A
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",20069,"Review papers or serve on editorial boards for scientific journals, and review grant proposals for federal agencies.",Supplemental,109,08/2019,Incumbent,TRUE,TRUE,32.29,45,11.55,11.16,0,0,0,2,N/A,N/A
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5865,Provide professional consulting services to government or industry.,Supplemental,110,08/2019,Incumbent,FALSE,FALSE,55.82,29.44,10.48,4.26,0,0,0,1,N/A,N/A
25-1053.00,"Environmental Science Teachers, Postsecondary",5895,"Evaluate and grade students' class work, laboratory work, assignments, and papers.",Core,163,08/2019,Incumbent,TRUE,TRUE,0,3.19,10.9,40.57,33.82,8.75,2.76,4,TRUE,"Yes.
Final text-based outcome: The final text-based outcome is a graded evaluation or feedback document for each student's work."
25-1053.00,"Environmental Science Teachers, Postsecondary",5898,"Prepare course materials, such as syllabi, homework assignments, and handouts.",Core,163,08/2019,Incumbent,TRUE,TRUE,0,25.16,20.51,32.89,15.82,4.6,1.02,4,TRUE,"Yes.
The final text-based outcome includes documents like syllabi, homework assignments, and handouts."
25-1053.00,"Environmental Science Teachers, Postsecondary",5897,Supervise students' laboratory and field work.,Core,162,08/2019,Incumbent,FALSE,FALSE,0,5.24,15.21,45.23,29.19,4.62,0.5,4,N/A,N/A
25-1053.00,"Environmental Science Teachers, Postsecondary",5902,Advise students on academic and vocational curricula and on career issues.,Core,162,08/2019,Incumbent,TRUE,FALSE,0.21,22.61,32.01,35.27,8.68,1.11,0.11,4,N/A,N/A
25-1053.00,"Environmental Science Teachers, Postsecondary",5894,"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",Core,163,08/2019,Incumbent,FALSE,FALSE,1.63,10.16,27.32,31.63,26.68,2.32,0.25,4,N/A,N/A
25-1053.00,"Environmental Science Teachers, Postsecondary",5892,"Supervise undergraduate or graduate teaching, internship, and research work.",Core,162,08/2019,Incumbent,FALSE,FALSE,2.2,6.64,14.96,34.12,27.14,12.06,2.88,4,N/A,N/A
25-1053.00,"Environmental Science Teachers, Postsecondary",5899,"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",Core,163,08/2019,Incumbent,TRUE,TRUE,4.38,37.54,21.49,14.77,16.31,5.51,0,2,FALSE,No.
25-1053.00,"Environmental Science Teachers, Postsecondary",5900,"Initiate, facilitate, and moderate classroom discussions.",Core,163,08/2019,Incumbent,FALSE,FALSE,0.12,3.6,13.09,35.76,31,15.71,0.71,4,N/A,N/A
25-1053.00,"Environmental Science Teachers, Postsecondary",5893,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",Core,163,08/2019,Incumbent,TRUE,TRUE,17.93,20.4,7.71,24.45,24.08,4.72,0.71,4,TRUE,"Yes.
The final text-based outcome is a research paper or article published in professional journals, books, or electronic media."
25-1053.00,"Environmental Science Teachers, Postsecondary",5904,"Maintain student attendance records, grades, and other required records.",Core,163,08/2019,Incumbent,TRUE,TRUE,0,1.23,13.05,44.25,29.05,9.75,2.67,4,TRUE,"Yes.
The final text-based outcome is a set of records documenting student attendance, grades, and other required information."
25-1053.00,"Environmental Science Teachers, Postsecondary",5901,"Compile, administer, and grade examinations, or assign this work to others.",Core,164,08/2019,Incumbent,TRUE,TRUE,1.79,15.79,42.52,28.01,9.8,1.4,0.69,3,TRUE,"Yes.
Final text-based outcome: Graded examination papers or digital grade reports."
25-1053.00,"Environmental Science Teachers, Postsecondary",5906,Maintain regularly scheduled office hours to advise and assist students.,Core,162,08/2019,Incumbent,TRUE,FALSE,0.15,0,6.57,57.97,26.76,6.73,1.81,4,N/A,N/A
25-1053.00,"Environmental Science Teachers, Postsecondary",5907,Collaborate with colleagues to address teaching and research issues.,Core,164,08/2019,Incumbent,FALSE,FALSE,3.57,23.6,38.56,23.21,7.64,2.63,0.79,3,N/A,N/A
25-1053.00,"Environmental Science Teachers, Postsecondary",5903,"Prepare and deliver lectures to undergraduate or graduate students on topics such as hazardous waste management, industrial safety, and environmental toxicology.",Core,162,08/2019,Incumbent,FALSE,FALSE,9.09,21.76,17.03,31.93,13.08,6.97,0.15,4,N/A,N/A
25-1053.00,"Environmental Science Teachers, Postsecondary",5905,"Select and obtain materials and supplies, such as textbooks and laboratory equipment.",Core,163,08/2019,Incumbent,TRUE,FALSE,3,63.03,18.88,8.78,5.85,0.46,0,2,N/A,N/A
25-1053.00,"Environmental Science Teachers, Postsecondary",21116,Write letters of recommendation for students.,Core,163,08/2019,Incumbent,TRUE,TRUE,1.36,53.33,33.48,10.19,1.64,0,0,2,TRUE,"Yes.
A letter of recommendation for a student."
25-1053.00,"Environmental Science Teachers, Postsecondary",5909,"Participate in student recruitment, registration, and placement activities.",Core,163,08/2019,Incumbent,FALSE,FALSE,14.23,36.28,35.91,7.2,6.37,0,0,2,N/A,N/A
25-1053.00,"Environmental Science Teachers, Postsecondary",5896,Write grant proposals to procure external research funding.,Core,163,08/2019,Incumbent,TRUE,TRUE,36.23,47.96,10.3,2.73,2.79,0,0,2,TRUE,"Yes.
A completed grant proposal document detailing the research objectives, methodology, budget, and expected outcomes."
25-1053.00,"Environmental Science Teachers, Postsecondary",5911,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",Core,163,08/2019,Incumbent,TRUE,FALSE,2.14,21.75,45.36,28.45,1.29,0,1.01,3,N/A,N/A
25-1053.00,"Environmental Science Teachers, Postsecondary",20074,"Review papers or serve on editorial boards for scientific journals, and review grant proposals for various agencies.",Core,161,08/2019,Incumbent,TRUE,TRUE,25.4,45.04,17.11,11.12,0.69,0.65,0,2,TRUE,"Yes.
The final text-based outcome is a written review or evaluation report for the scientific journal or grant proposal."
25-1053.00,"Environmental Science Teachers, Postsecondary",5912,Compile bibliographies of specialized materials for outside reading assignments.,Core,163,08/2019,Incumbent,TRUE,TRUE,11.59,44.67,31.55,8.11,3.3,0.77,0,2,TRUE,"Yes.
A compiled list of specialized reading materials for students to reference in their outside reading assignments."
25-1053.00,"Environmental Science Teachers, Postsecondary",5908,"Perform administrative duties, such as serving as department head.",Supplemental,162,08/2019,Incumbent,FALSE,FALSE,11.35,12.4,16.33,16.3,35.87,1.12,6.64,5,N/A,N/A
25-1053.00,"Environmental Science Teachers, Postsecondary",5914,Act as advisers to student organizations.,Supplemental,163,08/2019,Incumbent,FALSE,FALSE,19.77,36.56,26.7,8.83,6.75,1.38,0,2,N/A,N/A
25-1053.00,"Environmental Science Teachers, Postsecondary",5913,Participate in campus and community events.,Supplemental,163,08/2019,Incumbent,FALSE,FALSE,3.22,42.67,38.63,12.32,3.16,0,0,2,N/A,N/A
25-1053.00,"Environmental Science Teachers, Postsecondary",5910,Provide professional consulting services to government or industry.,Supplemental,163,08/2019,Incumbent,FALSE,FALSE,56.1,32.34,10.6,0.18,0.78,0,0,1,N/A,N/A
25-1054.00,"Physics Teachers, Postsecondary",5915,"Evaluate and grade students' class work, laboratory work, assignments, and papers.",Core,120,08/2019,Incumbent,TRUE,TRUE,0,1.08,7,38.39,37,16.54,0,4,TRUE,"Yes.
Final text-based outcome: The final text-based outcome is a graded evaluation or feedback document for each student's work."
25-1054.00,"Physics Teachers, Postsecondary",5920,"Prepare course materials, such as syllabi, homework assignments, and handouts.",Core,121,08/2019,Incumbent,TRUE,TRUE,0,25.13,5.67,29.54,28.98,10.46,0.22,4,TRUE,"Yes.
Syllabi, homework assignments, and handouts are the final text-based outcomes prepared for the course."
25-1054.00,"Physics Teachers, Postsecondary",5917,"Compile, administer, and grade examinations, or assign this work to others.",Core,122,08/2019,Incumbent,TRUE,TRUE,2.2,13.48,46.47,22.22,13.69,1.95,0,3,TRUE,"Yes.
The final text-based outcome is a graded examination report or document."
25-1054.00,"Physics Teachers, Postsecondary",5916,"Prepare and deliver lectures to undergraduate or graduate students on topics such as quantum mechanics, particle physics, and optics.",Core,121,08/2019,Incumbent,FALSE,FALSE,2.57,6.55,5.54,27.28,32.68,25.36,0,5,N/A,N/A
25-1054.00,"Physics Teachers, Postsecondary",5921,Maintain regularly scheduled office hours to advise and assist students.,Core,121,08/2019,Incumbent,TRUE,TRUE,0,0,1.23,48.02,36.66,13.71,0.39,4,FALSE,No.
25-1054.00,"Physics Teachers, Postsecondary",5922,"Supervise undergraduate or graduate teaching, internship, and research work.",Core,121,08/2019,Incumbent,FALSE,FALSE,3.6,6.69,4.69,41.95,25.8,14.22,3.05,4,N/A,N/A
25-1054.00,"Physics Teachers, Postsecondary",5925,"Initiate, facilitate, and moderate classroom discussions.",Core,121,08/2019,Incumbent,FALSE,FALSE,0.31,7.81,17.54,22.59,40.75,7.87,3.13,5,N/A,N/A
25-1054.00,"Physics Teachers, Postsecondary",5918,"Maintain student attendance records, grades, and other required records.",Core,121,08/2019,Incumbent,TRUE,TRUE,3.04,6.87,10.75,40.4,32.56,6.38,0,4,TRUE,"Yes.
The final text-based outcome is a set of records documenting student attendance, grades, and other required information."
25-1054.00,"Physics Teachers, Postsecondary",5924,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",Core,121,08/2019,Incumbent,TRUE,TRUE,6.2,42.57,13.17,16.64,14.81,6.61,0,2,TRUE,"Yes.

The final text-based outcome is a revised curriculum document or updated course materials."
25-1054.00,"Physics Teachers, Postsecondary",5919,Supervise students' laboratory work.,Core,122,08/2019,Incumbent,FALSE,FALSE,3.22,7.43,14.37,52.01,18.86,3.37,0.74,4,N/A,N/A
25-1054.00,"Physics Teachers, Postsecondary",5923,"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",Core,121,08/2019,Incumbent,FALSE,FALSE,4.76,18.32,26.03,24.63,24.95,1.18,0.13,3,N/A,N/A
25-1054.00,"Physics Teachers, Postsecondary",5929,Collaborate with colleagues to address teaching and research issues.,Core,121,08/2019,Incumbent,TRUE,TRUE,3.55,10.02,30.22,35.01,16.1,5.11,0,4,FALSE,No.
25-1054.00,"Physics Teachers, Postsecondary",5927,Advise students on academic and vocational curricula and on career issues.,Core,121,08/2019,Incumbent,TRUE,TRUE,3.46,17.17,41.72,32.04,3.25,2.34,0,3,FALSE,No.
25-1054.00,"Physics Teachers, Postsecondary",5926,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",Core,121,08/2019,Incumbent,TRUE,TRUE,27.42,22.12,10.16,17.96,15.08,3.84,3.42,1,TRUE,"Yes.
Research findings are typically published as articles in professional journals, chapters in books, or papers in electronic media."
25-1054.00,"Physics Teachers, Postsecondary",5928,"Select and obtain materials and supplies, such as textbooks and laboratory equipment.",Core,121,08/2019,Incumbent,FALSE,FALSE,10.15,66.89,12.58,3.85,2.83,3.7,0,2,N/A,N/A
25-1054.00,"Physics Teachers, Postsecondary",20075,Maintain and repair laboratory equipment.,Core,122,08/2019,Incumbent,FALSE,FALSE,6.27,23.85,38.12,23.12,8.64,0,0,3,N/A,N/A
25-1054.00,"Physics Teachers, Postsecondary",5933,"Perform administrative duties, such as serving as department head.",Core,121,08/2019,Incumbent,TRUE,FALSE,12.36,31.61,18.99,15.14,8.1,9.96,3.85,2,N/A,N/A
25-1054.00,"Physics Teachers, Postsecondary",5930,"Participate in student recruitment, registration, and placement activities.",Core,122,08/2019,Incumbent,FALSE,FALSE,20.67,46.68,29.55,2.75,0.36,0,0,2,N/A,N/A
25-1054.00,"Physics Teachers, Postsecondary",5931,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",Core,122,08/2019,Incumbent,TRUE,FALSE,9.18,26.1,56.36,8.35,0,0,0,3,N/A,N/A
25-1054.00,"Physics Teachers, Postsecondary",5932,Write grant proposals to procure external research funding.,Supplemental,122,08/2019,Incumbent,TRUE,TRUE,41.37,45.96,7.48,2.94,2.25,0,0,2,N/A,N/A
25-1054.00,"Physics Teachers, Postsecondary",5936,Compile bibliographies of specialized materials for outside reading assignments.,Supplemental,120,08/2019,Incumbent,TRUE,TRUE,21.66,42.7,24.15,11.33,0.16,0,0,2,N/A,N/A
25-1054.00,"Physics Teachers, Postsecondary",5937,Participate in campus and community events.,Supplemental,121,08/2019,Incumbent,FALSE,FALSE,3.43,33.17,42.94,17.12,3.35,0,0,3,N/A,N/A
25-1054.00,"Physics Teachers, Postsecondary",5934,Act as advisers to student organizations.,Supplemental,121,08/2019,Incumbent,FALSE,FALSE,28.24,33.03,28.83,8.84,1.07,0,0,2,N/A,N/A
